index,ref,polymer,contact_angle,poly_weight_kg/mol,supporter,mark,thickness_um,mmms,mmms_size_nm,poresize_nm,loading_wt%,mixture,composition_water_wt,temperature,feedpressure_bar,permeatepressure_mbar,total_flux_kgm2h,separationfactor_w_e,psi,truth,newpsi,Solubility_Parameter_solvent,Solubility_Parameter_polymer
213,13JMS-1999-Huang-Characteristics of sodium alginate membranes for the pervaporation dehydration of ethanol??ater and isopropanol??ater mixtures,sa,37.37,,,,45,,,,,water/ethanol,15,50,,3,0.174,613.78,106.62372,,0.485114216,26.5,37
213,13JMS-1999-Huang-Characteristics of sodium alginate membranes for the pervaporation dehydration of ethanol??ater and isopropanol??ater mixtures,sa,37.37,,,,45,,,,,water/ipa,5,50,,3,0.217,1384.54,300.22818,,0.681663295,23.5,37
213,13JMS-1999-Huang-Characteristics of sodium alginate membranes for the pervaporation dehydration of ethanol??ater and isopropanol??ater mixtures,sa,37.37,,,,45,,,,,water/ethanol,10,40,,3,0.229,289.98,66.17642,,0.563882282,26.5,37
213,13JMS-1999-Huang-Characteristics of sodium alginate membranes for the pervaporation dehydration of ethanol??ater and isopropanol??ater mixtures,sa,37.37,,,,45,,,,,water/ethanol,10,50,,3,0.266,552,146.566,,0.729355795,26.5,37
213,13JMS-1999-Huang-Characteristics of sodium alginate membranes for the pervaporation dehydration of ethanol??ater and isopropanol??ater mixtures,sa,37.37,,,,45,,,,,water/ethanol,10,60,,3,0.275,1000,274.725,,0.825,26.5,37
213,13JMS-1999-Huang-Characteristics of sodium alginate membranes for the pervaporation dehydration of ethanol??ater and isopropanol??ater mixtures,sa,37.37,,,,45,,,,,water/ethanol,10,70,,3,0.297,861.95,255.70215,,0.871838176,26.5,37
213,13JMS-1999-Huang-Characteristics of sodium alginate membranes for the pervaporation dehydration of ethanol??ater and isopropanol??ater mixtures,sa,37.37,,,,45,,,,,water/ethanol,20,50,,3,0.305,652.04,198.5672,,0.858353643,26.5,37
213,13JMS-1999-Huang-Characteristics of sodium alginate membranes for the pervaporation dehydration of ethanol??ater and isopropanol??ater mixtures,sa,37.37,,,,45,,,,,water/ethanol,30,50,,3,0.518,509.18,263.23724,,1.402159352,26.5,37
213,13JMS-1999-Huang-Characteristics of sodium alginate membranes for the pervaporation dehydration of ethanol??ater and isopropanol??ater mixtures,sa,37.37,,,,45,,,,,water/ipa,10,50,,3,0.722,1608.87,1160.88214,,2.315108129,23.5,37
213,13JMS-1999-Huang-Characteristics of sodium alginate membranes for the pervaporation dehydration of ethanol??ater and isopropanol??ater mixtures,sa,37.37,,,,45,,,,,water/ipa,15,50,,3,1.456,2284,3324.048,,4.890261521,23.5,37
213,13JMS-1999-Huang-Characteristics of sodium alginate membranes for the pervaporation dehydration of ethanol??ater and isopropanol??ater mixtures,sa,37.37,,,,45,,,,,water/ipa,20,50,,3,2.228,1191.48,2652.38944,,6.853521294,23.5,37
213,13JMS-1999-Huang-Characteristics of sodium alginate membranes for the pervaporation dehydration of ethanol??ater and isopropanol??ater mixtures,sa,37.37,,,,45,,,,,water/ipa,30,50,,3,2.588,904.74,2338.87912,,7.651483573,23.5,37
220,20JMS-2003-Okumus-Effect of fabrication and process parameters on the morphology and performance of a PAN-based zeolite-filled pervaporation membrane,pan,95,,,,40,,,,,water/ethanol,24.5,50,,17.6,0.004,143,0.568,,0.008621344,26.5,27.4
220,20JMS-2003-Okumus-Effect of fabrication and process parameters on the morphology and performance of a PAN-based zeolite-filled pervaporation membrane,pan,95,,,,40,,,,,water/ethanol,25,50,,5,0.005,200,0.995,,0.01150515,26.5,27.4
220,20JMS-2003-Okumus-Effect of fabrication and process parameters on the morphology and performance of a PAN-based zeolite-filled pervaporation membrane,pan,95,,,,40,,,,,water/ethanol,25,50,,1,0.002,256,0.51,,0.00481648,26.5,27.4
220,20JMS-2003-Okumus-Effect of fabrication and process parameters on the morphology and performance of a PAN-based zeolite-filled pervaporation membrane,pan,95,,,,40,,,,,water/ethanol,51,50,,1,0.0022,103,0.2244,,0.004428242,26.5,27.4
220,20JMS-2003-Okumus-Effect of fabrication and process parameters on the morphology and performance of a PAN-based zeolite-filled pervaporation membrane,pan,95,,,,40,,,,,water/ethanol,25.5,50,,1,0.0055,256,1.4025,,0.01324532,26.5,27.4
220,20JMS-2003-Okumus-Effect of fabrication and process parameters on the morphology and performance of a PAN-based zeolite-filled pervaporation membrane,pan,95,,,,40,,,,,water/ethanol,8,50,,0.76,0.0007,281,0.196,,0.001714094,26.5,27.4
221,21JMS-2006-Hyder-Correlation of physicochemical characteristics with pervaporation performance of poly(vinyl alcohol) membranes,pva,80.1,,,pva9,22,,,,,water/ethanol,30,40,,3,0.3062,70.588235,21.30791756,,0.566081837,26.5,25.8
221,21JMS-2006-Hyder-Correlation of physicochemical characteristics with pervaporation performance of poly(vinyl alcohol) membranes,pva,74,,,pva7,22,,,,,water/ethanol,30,25,,3,0.3402,49.10828,16.36643686,,0.575330837,26.5,25.8
221,21JMS-2006-Hyder-Correlation of physicochemical characteristics with pervaporation performance of poly(vinyl alcohol) membranes,pva,76.8,,,pva8,22,,,,,water/ethanol,30,40,,3,0.3552,67.189542,23.51052532,,0.649057557,26.5,25.8
221,21JMS-2006-Hyder-Correlation of physicochemical characteristics with pervaporation performance of poly(vinyl alcohol) membranes,pva,74,,,pva7,22,,,,,water/ethanol,30,40,,3,0.3961,56.20915,21.86834432,,0.69309856,26.5,25.8
221,21JMS-2006-Hyder-Correlation of physicochemical characteristics with pervaporation performance of poly(vinyl alcohol) membranes,pva,76.2,,,pva10,22,,,,,water/ethanol,30,40,,3,0.3989,59.142336,23.19297783,,0.706810301,26.5,25.8
221,21JMS-2006-Hyder-Correlation of physicochemical characteristics with pervaporation performance of poly(vinyl alcohol) membranes,pva,70.7,,,pva4,22,,,,,water/ethanol,30,40,,3,0.4699,42.664234,19.57802356,,0.765967051,26.5,25.8
221,21JMS-2006-Hyder-Correlation of physicochemical characteristics with pervaporation performance of poly(vinyl alcohol) membranes,pva,74,,,pva7,22,,,,,water/ethanol,30,50,,3,0.4948,58.853503,28.62591328,,0.875683343,26.5,25.8
221,21JMS-2006-Hyder-Correlation of physicochemical characteristics with pervaporation performance of poly(vinyl alcohol) membranes,pva,80.1,,,pva9,22,,,,,water/ethanol,50,40,,3,0.6657,38.169935,24.74402573,,1.05295195,26.5,25.8
221,21JMS-2006-Hyder-Correlation of physicochemical characteristics with pervaporation performance of poly(vinyl alcohol) membranes,pva,74,,,pva7,22,,,,,water/ethanol,50,25,,3,0.8041,23.694268,18.2484609,,1.105350675,26.5,25.8
221,21JMS-2006-Hyder-Correlation of physicochemical characteristics with pervaporation performance of poly(vinyl alcohol) membranes,pva,76.8,,,pva8,22,,,,,water/ethanol,50,40,,3,0.8291,33.72549,27.13270376,,1.2668302,26.5,25.8
221,21JMS-2006-Hyder-Correlation of physicochemical characteristics with pervaporation performance of poly(vinyl alcohol) membranes,pva,76.2,,,pva10,22,,,,,water/ethanol,50,40,,3,0.929,31.678832,28.50063493,,1.39421455,26.5,25.8
221,21JMS-2006-Hyder-Correlation of physicochemical characteristics with pervaporation performance of poly(vinyl alcohol) membranes,pva,80.1,,,pva9,22,,,,,water/ethanol,60,40,,3,0.9353,26.928105,24.25055661,,1.337671477,26.5,25.8
221,21JMS-2006-Hyder-Correlation of physicochemical characteristics with pervaporation performance of poly(vinyl alcohol) membranes,pva,74,,,pva7,22,,,,,water/ethanol,50,40,,3,0.968,29.803922,27.8821965,,1.427096669,26.5,25.8
221,21JMS-2006-Hyder-Correlation of physicochemical characteristics with pervaporation performance of poly(vinyl alcohol) membranes,pva,70.7,,,pva4,22,,,,,water/ethanol,50,40,,3,1.0656,25.930657,26.5661081,,1.506559687,26.5,25.8
221,21JMS-2006-Hyder-Correlation of physicochemical characteristics with pervaporation performance of poly(vinyl alcohol) membranes,pva,74,,,pva7,22,,,,,water/ethanol,50,50,,3,1.0722,29.808917,30.88892081,,1.580793993,26.5,25.8
221,21JMS-2006-Hyder-Correlation of physicochemical characteristics with pervaporation performance of poly(vinyl alcohol) membranes,pva,74,,,pva7,22,,,,,water/ethanol,60,25,,3,1.1031,17.197452,17.8674093,,1.362840455,26.5,25.8
221,21JMS-2006-Hyder-Correlation of physicochemical characteristics with pervaporation performance of poly(vinyl alcohol) membranes,pva,76.8,,,pva8,22,,,,,water/ethanol,60,40,,3,1.2212,23.79085,27.83218602,,1.680871842,26.5,25.8
221,21JMS-2006-Hyder-Correlation of physicochemical characteristics with pervaporation performance of poly(vinyl alcohol) membranes,pva,76.2,,,pva10,22,,,,,water/ethanol,60,40,,3,1.2295,24.014599,28.29644947,,1.697294429,26.5,25.8
221,21JMS-2006-Hyder-Correlation of physicochemical characteristics with pervaporation performance of poly(vinyl alcohol) membranes,pva,70.7,,,pva4,22,,,,,water/ethanol,60,40,,3,1.3388,19.79927,25.16846268,,1.73595392,26.5,25.8
221,21JMS-2006-Hyder-Correlation of physicochemical characteristics with pervaporation performance of poly(vinyl alcohol) membranes,pva,74,,,pva7,22,,,,,water/ethanol,60,40,,3,1.352,19.869281,25.51126791,,1.755142269,26.5,25.8
221,21JMS-2006-Hyder-Correlation of physicochemical characteristics with pervaporation performance of poly(vinyl alcohol) membranes,pva,80.1,,,pva9,22,,,,,water/ethanol,70,40,,3,1.352,19.084967,24.45087538,,1.731494791,26.5,25.8
221,21JMS-2006-Hyder-Correlation of physicochemical characteristics with pervaporation performance of poly(vinyl alcohol) membranes,pva,74,,,pva7,22,,,,,water/ethanol,70,25,,3,1.433,12.420382,16.36540741,,1.567895388,26.5,25.8
221,21JMS-2006-Hyder-Correlation of physicochemical characteristics with pervaporation performance of poly(vinyl alcohol) membranes,pva,76.8,,,pva8,22,,,,,water/ethanol,70,40,,3,1.5644,16.993464,25.02017508,,1.924653029,26.5,25.8
221,21JMS-2006-Hyder-Correlation of physicochemical characteristics with pervaporation performance of poly(vinyl alcohol) membranes,pva,76.2,,,pva10,22,,,,,water/ethanol,70,40,,3,1.5683,17.372263,25.67662006,,1.944466785,26.5,25.8
221,21JMS-2006-Hyder-Correlation of physicochemical characteristics with pervaporation performance of poly(vinyl alcohol) membranes,pva,74,,,pva7,22,,,,,water/ethanol,60,50,,3,1.6804,22.929936,36.85106445,,2.286020937,26.5,25.8
221,21JMS-2006-Hyder-Correlation of physicochemical characteristics with pervaporation performance of poly(vinyl alcohol) membranes,pva,74,,,pva7,22,,,,,water/ethanol,80,25,,3,1.7526,9.745223,15.32687783,,1.732956476,26.5,25.8
221,21JMS-2006-Hyder-Correlation of physicochemical characteristics with pervaporation performance of poly(vinyl alcohol) membranes,pva,80.1,,,pva9,22,,,,,water/ethanol,80,40,,3,1.7686,12.026144,19.50083828,,1.910311551,26.5,25.8
221,21JMS-2006-Hyder-Correlation of physicochemical characteristics with pervaporation performance of poly(vinyl alcohol) membranes,pva,74,,,pva7,22,,,,,water/ethanol,70,40,,3,1.8422,12.026144,20.31236248,,1.989808854,26.5,25.8
221,21JMS-2006-Hyder-Correlation of physicochemical characteristics with pervaporation performance of poly(vinyl alcohol) membranes,pva,70.7,,,pva4,22,,,,,water/ethanol,70,40,,3,1.847,14.306569,24.57723294,,2.134274057,26.5,25.8
221,21JMS-2006-Hyder-Correlation of physicochemical characteristics with pervaporation performance of poly(vinyl alcohol) membranes,pva,76.2,,,pva10,22,,,,,water/ethanol,80,40,,3,1.918,11.113139,19.3970006,,2.00591488,26.5,25.8
221,21JMS-2006-Hyder-Correlation of physicochemical characteristics with pervaporation performance of poly(vinyl alcohol) membranes,pva,74,,,pva7,22,,,,,water/ethanol,90,25,,3,1.9691,4.968153,7.813690072,,1.3708775,26.5,25.8
221,21JMS-2006-Hyder-Correlation of physicochemical characteristics with pervaporation performance of poly(vinyl alcohol) membranes,pva,76.8,,,pva8,22,,,,,water/ethanol,80,40,,3,1.981,11.24183,20.28906523,,2.081708124,26.5,25.8
221,21JMS-2006-Hyder-Correlation of physicochemical characteristics with pervaporation performance of poly(vinyl alcohol) membranes,pva,80.1,,,pva9,22,,,,,water/ethanol,90,40,,3,2.1444,6.27451,11.31065924,,1.710330157,26.5,25.8
221,21JMS-2006-Hyder-Correlation of physicochemical characteristics with pervaporation performance of poly(vinyl alcohol) membranes,pva,76.2,,,pva10,22,,,,,water/ethanol,90,40,,3,2.1585,6.770073,12.45470257,,1.792835749,26.5,25.8
221,21JMS-2006-Hyder-Correlation of physicochemical characteristics with pervaporation performance of poly(vinyl alcohol) membranes,pva,76.8,,,pva8,22,,,,,water/ethanol,90,40,,3,2.2507,6.27451,11.87133966,,1.795112891,26.5,25.8
221,21JMS-2006-Hyder-Correlation of physicochemical characteristics with pervaporation performance of poly(vinyl alcohol) membranes,pva,74,,,pva7,22,,,,,water/ethanol,80,40,,3,2.2833,9.150327,18.60964164,,2.195248222,26.5,25.8
221,21JMS-2006-Hyder-Correlation of physicochemical characteristics with pervaporation performance of poly(vinyl alcohol) membranes,pva,70.7,,,pva4,22,,,,,water/ethanol,80,40,,3,2.4208,9.708029,21.0803966,,2.389646882,26.5,25.8
221,21JMS-2006-Hyder-Correlation of physicochemical characteristics with pervaporation performance of poly(vinyl alcohol) membranes,pva,74,,,pva7,22,,,,,water/ethanol,70,50,,3,2.4433,13.375796,30.23778237,,2.751936768,26.5,25.8
221,21JMS-2006-Hyder-Correlation of physicochemical characteristics with pervaporation performance of poly(vinyl alcohol) membranes,pva,74,,,pva7,22,,,,,water/ethanol,90,40,,3,2.4549,5.228758,10.38117801,,1.763596581,26.5,25.8
221,21JMS-2006-Hyder-Correlation of physicochemical characteristics with pervaporation performance of poly(vinyl alcohol) membranes,pva,70.7,,,pva4,22,,,,,water/ethanol,90,40,,3,2.7158,5.109489,11.16055023,,1.923811529,26.5,25.8
221,21JMS-2006-Hyder-Correlation of physicochemical characteristics with pervaporation performance of poly(vinyl alcohol) membranes,pva,74,,,pva7,22,,,,,water/ethanol,80,50,,3,2.9897,10.509554,28.43071359,,3.05423054,26.5,25.8
221,21JMS-2006-Hyder-Correlation of physicochemical characteristics with pervaporation performance of poly(vinyl alcohol) membranes,pva,74,,,pva7,22,,,,,water/ethanol,90,50,,3,3.2577,5.541401,14.79452204,,2.422489502,26.5,25.8
223,23JMS-2007-Chen-Pervaporation and characterization of chitosan membranes cross-linked by 3-aminopropyltriethoxysilane,cs,55.1,,,,18,,,,,water/ethanol,15,50,,10,0.28,203.69,56.7532,,0.646511518,26.5,42.3
230,30JMS-2011-Lue-Pervaporative concentration of ethanol??ater mixtures using heterogeneous polydimethylsiloxane (PDMS) mixed matrix membranes,pdms,108.08219,,,ket3001,200,,,,,water/ethanol,90,25,,2,0.041,0.108578,-0.036548302,,-0.039534585,26.5,15.8
231,31JMS-2012-Claes-Preparation and benchmarking of thin film supported PTMSP-silica pervaporation membranes,ptmsp,100,,pvdf,poly[1-(trimethylsilyl)-1-propyne],84.43,,,,,water/ethanol,95,50,,0.04,0.3041,0.041137,-0.291590238,,-0.421411861,26.5,15.8
231,31JMS-2012-Claes-Preparation and benchmarking of thin film supported PTMSP-silica pervaporation membranes,ptmsp,100,,pvdf,poly[1-(trimethylsilyl)-1-propyne],79.72,,,,,water/ethanol,95,50,,0.04,0.3594,0.042361,-0.344175457,,-0.493468346,26.5,15.8
231,31JMS-2012-Claes-Preparation and benchmarking of thin film supported PTMSP-silica pervaporation membranes,ptmsp,100,,pvdf,poly[1-(trimethylsilyl)-1-propyne],44.34,,,,,water/ethanol,95,50,,0.04,0.6359,0.041256,-0.60966531,,-0.880411741,26.5,15.8
231,31JMS-2012-Claes-Preparation and benchmarking of thin film supported PTMSP-silica pervaporation membranes,ptmsp,100,,pvdf,poly[1-(trimethylsilyl)-1-propyne],32.55,,,,,water/ethanol,95,50,,0.04,0.8295,0.041497,-0.795078239,,-1.146355147,26.5,15.8
231,31JMS-2012-Claes-Preparation and benchmarking of thin film supported PTMSP-silica pervaporation membranes,ptmsp,100,,pvdf,poly[1-(trimethylsilyl)-1-propyne],15.8,,,,,water/ethanol,95,50,,0.04,1.7213,0.0449,-1.64401363,,-2.319888373,26.5,15.8
231,31JMS-2012-Claes-Preparation and benchmarking of thin film supported PTMSP-silica pervaporation membranes,ptmsp,100,,pvdf,poly[1-(trimethylsilyl)-1-propyne],14.96,,,,,water/ethanol,95,50,,0.04,1.5246,0.044806,-1.456288772,,-2.056172868,26.5,15.8
231,31JMS-2012-Claes-Preparation and benchmarking of thin film supported PTMSP-silica pervaporation membranes,ptmsp,100,,pvdf,poly[1-(trimethylsilyl)-1-propyne],8.15,,,,,water/ethanol,95,50,,0.04,2.6557,0.044975,-2.536259893,,-3.577304458,26.5,15.8
231,31JMS-2012-Claes-Preparation and benchmarking of thin film supported PTMSP-silica pervaporation membranes,ptmsp,100,,pvdf,poly[1-(trimethylsilyl)-1-propyne],7.82,,,,,water/ethanol,95,50,,0.04,2.459,0.047861,-2.341309801,,-3.245924831,26.5,15.8
231,31JMS-2012-Claes-Preparation and benchmarking of thin film supported PTMSP-silica pervaporation membranes,ptmsp,100,,pvdf,poly[1-(trimethylsilyl)-1-propyne],4.37,,,,,water/ethanol,95,50,,0.04,3.9344,0.048641,-3.74302685,,-5.165857384,26.5,15.8
231,31JMS-2012-Claes-Preparation and benchmarking of thin film supported PTMSP-silica pervaporation membranes,ptmsp,100,,pvdf,poly[1-(trimethylsilyl)-1-propyne],4.37,,,,,water/ethanol,95,50,,0.04,4.0328,0.053673,-3.816347526,,-5.122640526,26.5,15.8
231,31JMS-2013-Claes-Preparation and benchmarking of thin film supported PTMSP-silica pervaporation membranes,pdms,108.08219,,,PERVAP 4060,4,,,,,water/ethanol,95,50,,0.04,1.3,0.140845,-1.1169015,,-1.106636136,26.5,15.8
231,31JMS-2014-Claes-Preparation and benchmarking of thin film supported PTMSP-silica pervaporation membranes,pdms,108.08219,,,Pervatech PDMS,4,,,,,water/ethanol,95,50,,0.04,2.6,0.149254,-2.2119396,,-2.147792455,26.5,15.8
231,31JMS-2012-Claes-Preparation and benchmarking of thin film supported PTMSP-silica pervaporation membranes,ptmsp,100,,pvdf,poly[1-(trimethylsilyl)-1-propyne],2.35,,,,,water/ethanol,95,50,,0.04,5.2623,0.052263,-4.987276415,,-6.745245948,26.5,15.8
231,31JMS-2012-Claes-Preparation and benchmarking of thin film supported PTMSP-silica pervaporation membranes,ptmsp,100,,pvdf,poly[1-(trimethylsilyl)-1-propyne],2.02,,,,,water/ethanol,95,50,,0.04,4.6721,0.066174,-4.362928455,,-5.509866459,26.5,15.8
231,31JMS-2012-Claes-Preparation and benchmarking of thin film supported PTMSP-silica pervaporation membranes,ptmsp,100,,pvdf,poly[1-(trimethylsilyl)-1-propyne],1.93,,,,,water/ethanol,95,50,,0.04,4.9672,0.071743,-4.61083817,,-5.683571903,26.5,15.8
231,31JMS-2012-Claes-Preparation and benchmarking of thin film supported PTMSP-silica pervaporation membranes,ptmsp,100,,pvdf,poly[1-(trimethylsilyl)-1-propyne],1.43,,,,,water/ethanol,95,50,,0.04,5.9508,0.064043,-5.569692916,,-7.1024484,26.5,15.8
236,Improved performance of PDMS/silicalite-1 pervaporation membranes via designing new silicalite-1 particles,pdms,108.08219,,,,100,,,,,water/ethanol,95,50,,4,0.0967,0.123977,-0.084711424,,-0.087673913,26.5,15.8
237,37JMS-2016-Naik-PDMS mixed matrix membranes containing hollow silicalite sphere for ethanol water separation by pervaporation,pdms,108.08219,,,RTV-61,120,,,,,water/ethanol,94,40,,1,0.027,0.114943,-0.023896539,,-0.025366972,26.5,15.8
241,41JMS-2019-Castro Munoz-Towards the dehydration of ethanol using pervaporation cross-linked poly(vinyl alcohol) graphene oxide membranes,pva,69.6,,,,40,,,,,water/ethanol,10,40,,3.5,0.0791,519.756839,41.03366596,,0.214819797,26.5,25.8
241,41JMS-2019-Castro Munoz-Towards the dehydration of ethanol using pervaporation cross-linked poly(vinyl alcohol) graphene oxide membranes,pva,69.6,,,,40,,,,,water/ethanol,10,50,,3.5,0.086,395.744681,33.94804257,,0.223377697,26.5,25.8
241,41JMS-2019-Castro Munoz-Towards the dehydration of ethanol using pervaporation cross-linked poly(vinyl alcohol) graphene oxide membranes,pva,69.6,,,,40,,,,,water/ethanol,10,60,,3.5,0.1146,211.550152,24.12904742,,0.266492369,26.5,25.8
241,41JMS-2019-Castro Munoz-Towards the dehydration of ethanol using pervaporation cross-linked poly(vinyl alcohol) graphene oxide membranes,pva,69.6,,,,40,,,,,water/ethanol,10,70,,3.5,0.1308,164.133739,21.33789306,,0.28974788,26.5,25.8
242,42JMS-2020-Zhu-ZIF-8@GO composites incorporated polydimethylsiloxane membrane with prominent separation performance for ethanol recovery,pdms,103.72,,pvdf,,8.9,,,,,water/ethanol,95,40,,1,0.3812,0.175258,-0.31439165,,-0.288310003,26.5,15.8
245,45SPT-2007-Sun-Pervaporation dehydration of aqueous ethanol solution using H-ZSM-5 filled chitosan membranes,cs,41.21,,,,25,,,,,water/ethanol,10,80,,1,0.0548,158.2938,8.61970024,,0.120530622,26.5,42.3
252,52SPT-2018-Dudek-Pervaporative dehydration of ethanol water mixture through hybrid alginate membranes with ferroferic oxide nanoparticles,sa,38.74,,,AlgC,28,,,,,water/ethanol,3,25,,3,0.1504,64.779874,9.59249305,,0.272440591,26.5,37
252,52SPT-2018-Dudek-Pervaporative dehydration of ethanol water mixture through hybrid alginate membranes with ferroferic oxide nanoparticles,sa,31.43,,,AlgCa,28,,,,,water/ethanol,3,25,,3,0.1698,27.044025,4.422275445,,0.243165712,26.5,37
252,52SPT-2018-Dudek-Pervaporative dehydration of ethanol water mixture through hybrid alginate membranes with ferroferic oxide nanoparticles,sa,55.57,,,AlgGa,28,,,,,water/ethanol,3,25,,3,0.2589,23.27044,5.765816916,,0.35386571,26.5,37
252,52SPT-2018-Dudek-Pervaporative dehydration of ethanol water mixture through hybrid alginate membranes with ferroferic oxide nanoparticles,sa,34.04,,,AlgP,28,,,,,water/ethanol,3,25,,3,0.2705,55.974843,14.87069503,,0.472832075,26.5,37
253,53SPT-2018-Penkova-Novel mixed-matrix membranes based on polyvinyl alcohol modified by carboxyfullerene for pervaporation dehydration!,pva,59,,,pva1,45,,,,,water/ethanol,30,22,,0.3,0.0322,214.507772,6.874950258,,0.075072466,26.5,25.8
253,53SPT-2018-Penkova-Novel mixed-matrix membranes based on polyvinyl alcohol modified by carboxyfullerene for pervaporation dehydration!,pva,59,,,pva1,45,,,,,water/ethanol,50,22,,0.3,0.1074,55.958549,5.902548163,,0.187720856,26.5,25.8
253,53SPT-2018-Penkova-Novel mixed-matrix membranes based on polyvinyl alcohol modified by carboxyfullerene for pervaporation dehydration!,pva,70,,,pva0,45,,,,,water/ethanol,30,22,,0.3,0.1202,9.326425,1.000836285,,0.116559767,26.5,25.8
253,53SPT-2018-Penkova-Novel mixed-matrix membranes based on polyvinyl alcohol modified by carboxyfullerene for pervaporation dehydration!,pva,59,,,pva1,45,,,,,water/ethanol,70,22,,0.3,0.1868,9.326425,1.55537619,,0.1811428,26.5,25.8
256,56SPT-2019-Lin-A drying-free and one-step process for the preparation of siloxane CS mixed-matrix membranes with outstanding ethanol dehydration performances,cs,55.1,,,,30,,,,,water/ethanol,10,25,,1,0.319,309,98.252,,0.794296755,26.5,42.3
258,58SPT-2020-He-Fabrication and characterization of superhydrophobic PDMS composite membranes for efficient ethanol recovery via pervaporation,pdms,108.08219,,,,9.5,,,,,water/ethanol,94,30,,3,0.6523,0.121368,-0.573131654,,-0.597438833,26.5,15.8
258,58SPT-2020-He-Fabrication and characterization of superhydrophobic PDMS composite membranes for efficient ethanol recovery via pervaporation,pdms,108.08219,,,,9.5,,,,,water/ethanol,94,40,,3,0.9112,0.123478,-0.798686846,,-0.827743569,26.5,15.8
258,58SPT-2020-He-Fabrication and characterization of superhydrophobic PDMS composite membranes for efficient ethanol recovery via pervaporation,pdms,108.08219,,,,9.5,,,,,water/ethanol,94,50,,3,1.3071,0.118006,-1.152854357,,-1.213114165,26.5,15.8
258,58SPT-2020-He-Fabrication and characterization of superhydrophobic PDMS composite membranes for efficient ethanol recovery via pervaporation,pdms,108.08219,,,,9.5,,,,,water/ethanol,94,60,,3,1.8706,0.114516,-1.65638637,,-1.760484943,26.5,15.8
258,58SPT-2020-He-Fabrication and characterization of superhydrophobic PDMS composite membranes for efficient ethanol recovery via pervaporation,pdms,108.08219,,,,9.5,,,,,water/ethanol,94,70,,3,2.8299,0.121368,-2.486440697,,-2.591893538,26.5,15.8
259,59SPT-2020-Kujawska-Fabrication of PDMS based membranes with improved separation efficiency in hydrophobic pervaporation,pdms,108.08219,,,,87.5,,,,,water/ethanol,95,30,,0.667,0.0319,0.1,-0.02871,,-0.0319,26.5,15.8
259,59SPT-2020-Kujawska-Fabrication of PDMS based membranes with improved separation efficiency in hydrophobic pervaporation,pdms,108.08219,,,Pervap4060,6,,,,,water/ethanol,95,30,,0.667,0.625333333,0.111111,-0.555851921,,-0.59671992,26.5,15.8
